,Feature,R-squared,Non-Null Values,Unique Ages Amount,Note
329,Diastolic: Blood pressure (third reading) mm Hg,0.12057138740319817,90361,86,
330,Hexachlorobenzene (ng/g),0.12010117844922852,5940,74,Not enough data
331,PCB66 Lipid Adj (ng/g),0.11975521473312967,6079,74,Not enough data
332,Diastolic blood pressure average,0.11919574755583351,15052,79,
333,"2,2',4,4',5,5'-hexabromodiphenyl ether lipid adj (ng/g)",0.11823274120837035,2039,74,Not enough data
334,"2,2',4,4'-tetrabromodiphenyl ether lipid adj (ng/g)",0.11749289082870806,2016,74,Not enough data
335,Serum phosphorus: SI (mmol/L),0.11608261823797228,82767,79,
336,Exam length in seconds,0.11585134410971465,8832,85,Not enough data
337,Diphenyl phosphate (ug/L),0.11522631482249046,6793,78,Not enough data
338,Upper Leg Length (cm),0.11495757779816984,99174,89,
339,"2,2',4,4',5,6'-hexabromodiphenyl ether lipid adj (ng/g)",0.11456218469396884,2014,74,Not enough data
340,Serum phosphorus (mg/dL),0.11450311117701162,82767,79,
341,Reactance (Ohms) @ 898 KHz,0.11449895692276224,13276,42,Too few unique ages
342,Hexachlorobenzene Lipid Adj (ng/g),0.1137379024015579,5940,74,Not enough data
343,Isopentanaldehyde (ng/mL),0.11257146180169542,1798,69,Not enough data
344,Diastolic: Average blood pressure (mm Hg),0.11052397676472603,75242,85,
345,PCB189 (ng/g),0.11041304869491364,4115,74,Not enough data
346,Reactance (Ohms) @ 67 KHz,0.11032557773807361,13276,42,Too few unique ages
347,Serum alkaline phosphatase:   SI (U/L),0.1102695335382069,82768,79,
348,Reactance (Ohms) @ 1 MHz,0.1096714354673336,13276,42,Too few unique ages
349,"2,3,7,8-Tetrachlorodienzo-p-dioxin Lipid Adj (pg/g)",0.10947897720309263,5002,74,Not enough data
350,Serum C-peptide (pmol/mL),0.10892975681905726,16025,75,
351,"2,4,4'-tribromodiphenyl ether (pg/g)",0.10869039305202044,1987,74,Not enough data
352,Serum hepatitis B surface antibody (anti-HBs),0.10857455431973573,80379,88,
353,Serum rubella antibody (IU),0.10834216706156818,37342,85,
354,"Cyclohexane-1,2-dicarboxylic acid-mono(carboxyoctyl) ester phthalate (ng/mL)",0.10821134407628075,5737,78,Not enough data
355,Comment code for CV fitness exam status,0.1081800082622495,14417,38,Too few unique ages
356,Recovery 3 diastolic blood pressure (mm Hg),0.1076104802476111,6198,38,Too few unique ages; Not enough data
357,PCB101 Lipid Adj (ng/g),0.10743878514392546,6133,74,Not enough data
358,PCB49 Lipid Adj (ng/g),0.10727218433543684,1876,74,Not enough data
359,"2,4,4'-tribromodiphenyl ether lipid adj (ng/g)",0.10723409286795804,1987,74,Not enough data
360,Serum cytomegalovirus specific IgG results,0.10675802231695719,37158,90,
361,Benzaldehyde (ng/mL),0.10655522243317772,1468,69,Not enough data
362,Serum LDL cholesterol:  SI (mmol/L),0.10543579558451077,39384,88,
363,N-acetyl-S-(N-methylcarbamoyl)-L-cysteine (ng/mL),0.10535848739374509,11229,83,
364,"2,2',4,4',6-pentabromodiphenyl ether (pg/g)",0.10473591502037316,2040,74,Not enough data
365,Cuff size used for blood pressure monitoring,0.10464906489694603,9871,38,Too few unique ages
366,"Baseline 1st Test Spirometry, Forced Expiratory Flow Rate 25-75%, in mL/s.",0.10293993700288595,20050,74,
367,PCB66 (ng/g),0.102860458423083,6079,74,Not enough data
368,alpha-cryptoxanthin (ug/dL),0.10261578401159233,13750,80,
369,Warm-up diastolic blood pressure (mm Hg),0.10238416903172665,8524,38,Too few unique ages; Not enough data
370,"Baseline 1st Test Spirometry, Forced Vital Capacity, in mL.",0.10122313487636814,20050,74,
371,Serum rubella antibody (IgG),0.10088567621843414,26717,85,
372,3-(Ethylcarbamoyl)benzoic acid (ug/L),0.10064889603532934,2386,78,Not enough data
373,{Have you/Has SURVEY PARTICIPANT} ever had eye surgery? [Do not include cosmetic surgery on the eyelid or skin around the eye],0.10038921345060603,21718,74,
374,Lutein (ug/dL),0.10006329448498863,7268,80,Not enough data
375,Mono-2-ethyl-5-hydroxyhexyl terephthalate (ug/L),0.09992731725439519,5155,78,Not enough data
376,Red cell distribution width:SI(fraction),0.09960340503959086,26435,90,
377,Recovery 1 diastolic blood pressure (mm Hg),0.09949301700327517,8688,38,Too few unique ages; Not enough data
378,Urinary Perfluorodecanoic acid (ng/mL),0.09923644781323493,2737,78,Not enough data
379,"2,2',4,4'-tetrabromodiphenyl ether (pg/g)",0.09833056902653048,2016,74,Not enough data
380,Stage 1 diastolic blood pressure (mm Hg),0.09829580643758651,8013,38,Too few unique ages; Not enough data
381,Serum C-peptide: SI (nmol/L),0.09774185994814122,25322,79,
382,Heptaldehyde (ng/mL),0.09703828282872051,1527,69,Not enough data
383,Reactance (Ohms) @ 60 KHz,0.09673573071959085,13276,42,Too few unique ages
384,"Tungsten, urine (ng/mL)",0.09645907862989056,26621,83,
385,Platelet distribution width (%),0.0957509643068506,26274,90,
386,Serum Toxoplasmosis IgG antibodies (IU/ml),0.09511113105808033,30332,85,
387,Recovery 2 diastolic blood pressure (mm Hg),0.09498688834303604,8914,38,Too few unique ages; Not enough data
388,Incomplete OGTT Comment Code,0.09487080300108064,14915,69,
389,"Forced expiratory vol(FEV),.5 sec,max-ml",0.0940549517481235,20654,83,
390,Thigh skinfold (mm) (2 years and over),0.09397643065592509,23901,89,
391,Serum Total Iron Binding Capacity (TIBC) (umol/L),0.09317010697032113,54381,90,
392,cis-Lycopene (ug/dL),0.0928755924379916,7268,80,Not enough data
393,Serum albumin:  SI (g/L),0.09281703271130515,82779,79,
394,Serum albumin (g/dL),0.09281703271130515,82779,79,
395,Serum LDL cholesterol (mg/dL),0.09211741942072305,39293,88,
396,Serum Total Iron Binding Capacity (TIBC) (ug/dL),0.09165048058010938,54381,90,
397,"2,2',4,4',5-pentabromodiphenyl ether (pg/g)",0.09145188751861244,1985,74,Not enough data
398,"Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 6.0 seconds, in mL.",0.09123088698475612,20050,74,
399,Serum cis-Beta carotene (ug/dL),0.09096012838385681,28474,83,
400,total Lycopene (ug/dL),0.09088304466334285,44155,87,
401,Length of the CV fitness exam (minutes),0.09070917707957749,14417,38,Too few unique ages
402,"2,2',4,4',5,5'-hexabromodiphenyl ether (pg/g)",0.08823947172442204,2039,74,Not enough data
403,Blood lead (ug/dL),0.08770733616874493,102620,90,
404,Gamma Glutamyl Transferase (GGT): SI (IU/L),0.08730115115376946,78569,79,
405,PCB28 Lipid Adj (ng/g),0.08690574868025314,3715,74,Not enough data
406,Hip Circumference (cm),0.08666877636142734,6039,69,Not enough data
407,Malathion dicarboxylic acid (ug/L),0.08640698154989646,7243,75,Not enough data
408,Hematocrit (%),0.08630700480430475,109362,90,
409,PCB44 Lipid Adj (ng/g),0.08608939814602656,1890,74,Not enough data
410,Parathyroid Hormone Elecys method (pg/mL),0.08482019169110966,14690,80,
411,Examiner ID code,0.08481371319572817,14417,38,Too few unique ages
412,Reactance (Ohms) @ 54 KHz,0.08448997021767868,13276,42,Too few unique ages
413,CV fitness exam status,0.0843119801007598,14417,38,Too few unique ages
414,Maximal Calf Circumference (cm),0.08395106633486615,29895,78,
415,Butyraldehyde (ng/mL),0.08373706899376265,1740,69,Not enough data
416,"Total Cotinine, urine (ng/mL)",0.08260762560567103,8228,78,Not enough data
417,High-Sensitivity C-Reactive Protein (hs-CRP) Comment Code,0.08251476655852774,15117,80,
418,Cardiovascular fitness level,0.0822744327130176,8324,38,Too few unique ages; Not enough data
419,Mono-benzyl phthalate (ng/mL),0.08224110552104602,26740,83,
420,Ratio of Total to HDL Cholesterol (-),0.08056089084999252,98153,88,
421,Recovery 3 heart rate (per minute),0.08027460235717354,6211,38,Too few unique ages; Not enough data
422,Perfluorooctane sulfonic acid (ng/mL),0.0800539594000581,18308,83,
423,"Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 3.0 seconds, in mL.",0.07965640172456134,20050,74,
424,"Baseline 1st Test Spirometry, Peak Expiratory Flow Rate, in mL/s.",0.0796256189416914,20050,74,
425,Serum total beta carotene (ug/dL),0.07949734008516463,46229,88,
426,Atrazine mercapturate (ug/L),0.07853451661873712,7438,80,Not enough data
427,"3,4,4',5-Tetrachlorobiphenyl Lipid Adj (pg/g)",0.0781836183897876,4958,74,Not enough data
428,Warm-up heart rate (per minute),0.07809013451249558,8558,38,Too few unique ages; Not enough data
429,Warm-up speed (miles per hour),0.07774828576644666,9786,38,Too few unique ages
430,Serum trans-lycopene (ug/dL),0.07767802088859332,29340,83,
431,Assigned exercise protocol,0.0776759056086388,9887,38,Too few unique ages
432,Reactance (Ohms) @ 50 KHz,0.07708284696314438,13276,42,Too few unique ages
433,Serum trans-Beta carotene (ug/dL),0.07624571427197735,29469,83,
434,Warm-up grade (% incline),0.07612627275773642,9786,38,Too few unique ages
435,Nonanaldehyde (ng/mL),0.07578263695219845,1534,69,Not enough data
436,"1,2,3,4,6,7,8-Heptachlorodibenzofuran (fg/g)",0.07573872186739661,4786,74,Not enough data
437,Thyroid stimulating hormone (IU/L),0.07525291780519927,4392,74,Not enough data
438,PCB151 (ng/g),0.07475816661322643,4177,74,Not enough data
439,CMV IgG Optical Density,0.07471943339707154,18389,44,Too few unique ages
440,Hemoglobin (g/dL),0.07433805585996867,109363,90,
441,Glycideamide (pmol/g Hb),0.0739947716514423,19603,83,
442,"Total Hydroxycotinine, urine (ng/mL)",0.07330441932733855,8229,78,Not enough data
443,"Total length of 'food fast', minutes",0.07326820710065174,61081,85,
444,PCB44 (ng/g),0.07295386226620382,1890,74,Not enough data
445,2(isopropyl)phenyl)phenyl phosphate (ug/L),0.07292067443412487,2416,78,Not enough data
446,N-Desmethylacetamiprid (ug/L),0.07280971889070165,2418,78,Not enough data
447,Stage 2 diastolic blood pressure (mm Hg),0.07245271384994234,7447,38,Too few unique ages; Not enough data
448,Diastolic: Blood pressure (fourth reading if necessary) mm Hg,0.07226041830813079,8466,79,Not enough data
449,N-Acetyl-S-(4-hydroxy-2-methyl-2-butenyl)-L-cysteine (ng/mL),0.07220564375593186,3015,78,Not enough data
450,Recovery 2 heart rate (per minute),0.07190455616247315,8926,38,Too few unique ages; Not enough data
451,Recovery 3 systolic blood pressure (mm Hg),0.07178352089345119,6198,38,Too few unique ages; Not enough data
452,PCB28 (ng/g),0.07167545661284891,3715,74,Not enough data
453,2-Aminothiazole-4-carboxylic acid (ng/mL),0.07146549599615382,11173,83,
454,"FEV3 at 3.0 seconds, largest value (ml)",0.07131752343690945,20654,83,
455,Spirometry First Test Comment (Baseline Spirometry),0.07121761422101847,2034,74,Not enough data
456,"o-Anisidine, urine (pg/mL)",0.07090608705663615,2332,75,Not enough data
457,Propanaldehyde (ng/mL),0.06994157309705162,1714,69,Not enough data
458,"o-Toluidine, urine (pg/mL)",0.06955009028578363,2412,75,Not enough data
459,gamma-tocopherol (ug/dL),0.06950782001313016,35964,83,
460,Hexanaldehyde (ng/mL),0.06782692290956627,1571,69,Not enough data
461,"Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 1.0 second, in mL.",0.06767506390061107,20050,74,
462,"Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 0.75 seconds, in mL.",0.0672130028543304,20050,74,
463,Urinary Perfluoroundecanoic acid (ng/mL),0.06697920725580042,2737,78,Not enough data
464,"Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 0.5 seconds, in mL.",0.06651453814089814,20050,74,
465,PCB49 (ng/g),0.06624734559197198,1876,74,Not enough data
466,Serum Herpes Simplex Virus Type 1 (I) antibody,0.06604803504334511,46104,79,
467,"Nickel, Urine (ug/L)",0.06551963422920926,2791,78,Not enough data
468,Vitamin B6 (nmol/L),0.06539719794466803,32735,85,
469,Exercise protocol used in stage 1 and stage 2 after adjustment for warm-up heart rate,0.06512675806080526,9887,38,Too few unique ages
470,Acrylamide (pmoL/g Hb),0.06409229209158052,19719,83,
471,Stage 1 grade (% incline),0.06390924308987012,9623,38,Too few unique ages
472,"1-Aminonaphthalene, urine (pg/mL)",0.06384754078587895,2478,75,Not enough data
473,Blood Nitromethane (pg/mL),0.06356751959881679,8000,69,Not enough data
474,Selenium (ug/L),0.06328195869931863,48400,90,
475,Stage 2 grade (% incline),0.06299790869080568,9040,38,Too few unique ages
476,Serum thyroid stimulating hormone (TSH): SI (mIU/L),0.06297693144947203,28748,79,
477,Serum thyroid stimulating hormone (TSH) (uIU/mL),0.06297693144947203,28748,79,
478,Reactance (Ohms) @ 43 KHz,0.06296944311360009,13276,42,Too few unique ages
479,Mono-2-hydroxy-isobutyl phthalate (ng/mL),0.06219532599682731,8064,78,Not enough data
480,"4,4'-Diaminodiphenylmethane (ng/mL)",0.06192119705324517,2831,78,Not enough data
481,Spirometry Second Test Status (Post-Bronchodilator Spirometry),0.06175385281163903,2769,74,Not enough data
482,"2,3,7,8-Tetrachlorodibenzofuran Lipid Adj (pg/g)",0.061636675952085995,5000,74,Not enough data
483,"2,6-Dimethylaniline, urine (pg/mL)",0.06132383215255599,2375,75,Not enough data
484,"2,2',4,4',5,6'-hexabromodiphenyl ether (pg/g)",0.06072361132013793,2014,74,Not enough data
485,Norharman (pg/mL),0.06066995669228037,2552,75,Not enough data
486,"Cobalt, urine (ng/mL)",0.0604813313369118,26801,83,
487,"1,2,3,7,8-Pentachlorodibenzofuran Lipid Adj (pg/g)",0.05947121411494205,5024,74,Not enough data
488,Serum cotinine (ng/mL),0.05930072080907134,99696,88,
489,Plasma fibrinogen:  SI (g/L),0.05899214534891917,15097,51,Too few unique ages
490,Plasma fibrinogen (mg/dL),0.05899214534891917,15097,51,Too few unique ages
491,Harman (pg/mL),0.058893357782354494,2571,75,Not enough data
492,Self-reported height (inches),0.058876551542438094,26414,41,Too few unique ages
493,Red cell distribution width (%),0.05879046678744315,109363,90,
494,"2,2',3,4,4'-pentabromodiphenyl ether (pg/g)",0.05834139606646482,2000,74,Not enough data
495,Spirometry Second Test Comment (Post-Bronchodilator Spirometry),0.05765495964908329,582,74,Not enough data
496,"cis-3-(2,2-dibromovinyl)-2,2-dimethylcyclopropane carboxylic acid (ug/L)",0.05730915718096219,10075,80,
497,HIV-1 antibody,0.05709579710699775,34,20,Too few unique ages; Not enough data
498,Retinyl stearate (ug/dL),0.056851568281732656,32582,83,
499,"1,2,3,4,7,8,9-Heptachlorodibenzofuran (fg/g)",0.05653667618279001,3076,74,Not enough data
500,Epstein Barr Virus index,0.05635234809833922,8597,14,Too few unique ages; Not enough data
501,60 sec. pulse (30 sec. pulse * 2),0.05634490223223809,97208,86,
502,3-fluoranthene (ng/L),0.05513630453906204,2237,80,Not enough data
503,Serum helicobacter pylori antibody,0.05503856405812524,10171,85,
504,"Molybdenum, urine (ng/mL)",0.054976714789216174,26592,83,
505,Estimated maximal oxygen uptake (ml/kg/min).,0.05490376551714937,8324,38,Too few unique ages; Not enough data
506,Pentachlorophenol (ug/L),0.05468528510528603,2354,80,Not enough data
507,"Vitamin B12, serum (pg/mL)",0.054501444934771826,54605,90,
508,Octanaldehyde (ng/mL),0.054428775043050104,1456,69,Not enough data
509,1-pyrene (ng/L),0.05409942350980135,21177,83,
510,Bis(2-chloroethyl) phosphate (ug/L),0.05344005598273405,6769,78,Not enough data
511,RBC folate: SI (nmol/L),0.05330945203750059,102253,90,
512,Serum alpha carotene (ug/dL),0.053301341404060176,52508,88,
513,p-Phenylenediamine (ng/mL),0.05320241941348547,2608,78,Not enough data
514,"Bronchodilator 2nd Test Spirometry, Extrapolated Volume (mL)",0.05305391044823393,1564,74,Not enough data
515,Position for home examination,0.05304558394853909,484,69,Not enough data
516,Perfluorohexane sulfonic acid (ng/mL),0.05304259524645394,18812,83,
517,Sagittal Abdominal Diameter Comment,0.05303950271952995,1415,73,Not enough data
518,LBXTC2_x,0.0529454334110423,4958,74,Not enough data
519,Excluded from exam due to taking selected exclusionary medications,0.05283088837492178,2626,38,Too few unique ages; Not enough data
520,RBC folate (ng/mL),0.05276015076017537,102253,90,
521,"2,3',4,4'-tetrabromodiphenyl ether (pg/g)",0.05275327926636908,1999,74,Not enough data
522,Serum combined lutein/zeaxanthin (ug/dL),0.05264436548659224,52728,88,
523,"2-Aminonaphthalene, urine (pg/mL)",0.05245680502819172,2488,75,Not enough data
524,"Peak expiratory flow, largest value (ml)",0.052092762654236124,20908,83,
525,"4-Aminobiphenyl, urine (pg/mL)",0.05209210424710908,2492,75,Not enough data
526,"NNAL, urine (ng/mL)",0.052049441295698995,30397,75,
527,DEET (ug/L),0.051938112877958686,15427,80,
528,Urinary Arsenobetaine (ug/L),0.051716421872168405,21697,83,
529,PCB87 (ng/g),0.051690698060553264,4190,74,Not enough data
530,25-hydroxyvitamin D2 (nmol/L),0.05127528548647753,47287,80,
531,Ethylene Oxide (pmol/g Hb),0.05117149061507975,4860,75,Not enough data
532,Pentanaldehyde (ng/mL),0.05094008976831521,1768,69,Not enough data
533,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine (pg/mL)",0.050880743588375466,2569,75,Not enough data
534,"1,2,3,7,8,9-Hexachlorodibenzofuran Lipid Adj (pg/g)",0.05072811207301442,4962,74,Not enough data
535,"Antimony, urine (ng/mL)",0.05029050903337995,26611,83,
536,cis-Lutein/Zeaxanthin (ug/dL),0.0502626142935938,7268,80,Not enough data
537,PCB52 Lipid Adj (ng/g),0.05000710908334627,5346,74,Not enough data
538,"Hydroxycotinine, Serum (ng/mL)",0.049895720705382174,22796,78,
539,Carbofuranphenol (ug/L),0.049821812725937775,7414,80,Not enough data
540,Phytofluene (ug/dL),0.04931084293124155,7268,80,Not enough data
541,Urinary nitrate (ng/mL),0.04924384102105228,28933,83,
542,Reactance (Ohms) @ 39 KHz,0.0492318424472572,13276,42,Too few unique ages
543,Mono-oxoisononyl phthalate (ng/mL),0.04870502220982276,5155,78,Not enough data
544,Serum herpes simplex virus type 2 (II) antibody,0.04811410478244871,39092,79,
545,Blood manganese (ug/L),0.04811187243946535,25635,80,
546,"FEV6 at 6.0 seconds, largest value (ml)",0.04803948148435744,20654,83,
547,Stage 1 speed (miles per hour),0.04767219680797219,9623,38,Too few unique ages
548,Paranitrophenol (ug/L),0.047271969795188884,15206,80,
549,4-fluoro-3-phenoxybenzoic acid (ug/L),0.047226202647141835,15429,80,
550,Mean platelet volume:  SI (fL),0.04695673021314695,109362,90,
551,Phytoene (ug/dL),0.04677949386285307,7268,80,Not enough data
552,# of dropped beats in 30 seconds,0.046483734591276415,223,38,Too few unique ages; Not enough data
553,Crotonaldehyde (ng/mL),0.04576425199524237,1733,69,Not enough data
554,25-hydroxyvitamin D3 (nmol/L),0.04553233131199752,47287,80,
555,Stage 2 speed (miles per hour),0.04541941573695052,9040,38,Too few unique ages
556,Branch perfluorooctanoic acid isomers (ng/mL),0.04479330302383211,6401,78,Not enough data
557,"2-Amino-9H-pyrido[2,3-b]indole (pg/mL)",0.044554577760864245,2568,75,Not enough data
558,Serum beta cryptoxanthin (ug/dL),0.04398109532027361,52621,88,
559,N-Acetyl-S-(1-cyano-2-hydroxyethyl)-L-cysteine (CYHA) (ng/mL),0.04388405690738928,3015,78,Not enough data
560,2-isopropoxyphenol (ug/L),0.04372049389180044,7298,80,Not enough data
561,DEET acid (ug/L),0.043572251838860265,13351,78,
562,Recovery 2 systolic blood pressure (mm Hg),0.04275836489118634,8914,38,Too few unique ages; Not enough data
563,Perfluorooctanoic acid (ng/mL),0.04263736483157321,18308,83,
564,Cytomegalovirus IgG Avidity,0.042580695975999894,8014,49,Too few unique ages; Not enough data
565,Ratio of LDL to HDL Cholesterol (-),0.0425618606381174,39293,88,
566,"Thallium, urine (ng/mL)",0.04241008073590424,26712,83,
567,Urinary Benzophenone-3 (ng/mL),0.04233386727085031,18244,83,
568,"1,2,3,4,6,7,8,9-Octachlorodibenzofuran (fg/g)",0.04233317145313109,4935,74,Not enough data
569,Mono-isobutyl phthalate (ng/mL),0.04179683130152967,24199,83,
570,Alachlor mercapturate (ug/L),0.04162167288669627,1942,54,Too few unique ages; Not enough data
571,Excluded from exam due to selected physical functioning limitations,0.0414680736085381,2626,38,Too few unique ages; Not enough data
572,PCB101 (ng/g),0.041361795165844484,6133,74,Not enough data
573,Mono-3-hydroxy-n-butyl phthalate (ng/mL),0.04125402162691305,8064,78,Not enough data
574,Segmented neutrophils number (1000 cell/uL),0.041188482294627904,82745,85,
575,"2,3,4,6,7,8-Hexchlorodibenzofuran (fg/g)",0.04115635269787854,4980,74,Not enough data
576,"trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid (ug/L)",0.041096259524736056,15229,80,
577,Serum transferrin saturation (%),0.040970402346819035,54344,90,
578,Urinary Perfluoroheptanoic acid (ng/mL),0.04096414147199867,2737,78,Not enough data
579,Reactance (Ohms) @ 35 KHz,0.0408838033102632,13276,42,Too few unique ages
580,PCB52 (ng/g),0.04085568347514712,5346,74,Not enough data
581,Serum uric acid:  SI (umol/L),0.04073087992023183,82763,79,
582,"Mercury, Inorganic (ug/L)",0.040574086304409396,63983,85,
583,Serum uric acid (mg/dL),0.04036315253022593,82763,79,
584,"2,2',3,4,4',5',6-heptabromodiphenyl ether (pg/g)",0.04010584548032892,1993,74,Not enough data
585,Reactance (Ohms) @ 5 KHz,0.039877669887804834,13276,42,Too few unique ages
586,Granulocyte number (Coulter),0.03947260482449233,26032,90,
587,5-Hydroxy-Imidacloprid (ug/L),0.03934462081836454,2312,78,Not enough data
588,"3,5,6-trichloropyridinol (ug/L)",0.039340944341281436,12979,80,
589,"2,3,4,6,7,8-Hexchlorodibenzofuran Lipid Adj (pg/g)",0.039327040411194836,4980,74,Not enough data
590,"2,4,5-Trichlorophenoxyacetic acid (ug/L)",0.03904400855720691,12612,80,
591,"1,2,3,4,6,7,8-Heptachlorodibenzofuran (hpcdf) Lipid Adj (pg/g)",0.03889294502208451,4786,74,Not enough data
592,Excluded from exam due to other specific reasons,0.03844653879317339,2626,38,Too few unique ages; Not enough data
593,Reactance (Ohms) @ 6 KHz,0.038332716161349145,13276,42,Too few unique ages
594,Reactance (Ohms) @ 7 KHz,0.038113938617633125,13276,42,Too few unique ages
595,Perfluorononanoic acid (ng/mL),0.03772062810739629,18812,83,
596,PCB149 (ng/g),0.03738336031263412,4180,74,Not enough data
597,Bis(1-chloro-2-propyl) phosphate (ug/L),0.0373332947995364,6784,78,Not enough data
598,Cobalt (ug/L),0.03727103683865007,6974,41,Too few unique ages; Not enough data
599,"2,4-Diaminotoluene (ng/mL)",0.03683529807601538,2595,78,Not enough data
600,"FVC, largest value (ml)",0.0365575907304897,20910,83,
601,"1,2,3,4,6,7,8,9-Octachlorodibenzofuran Lipid Adj (pg/g)",0.03633455380192907,4935,74,Not enough data
602,Oxypyrimidine (ug/L),0.03627884971568773,15290,80,
603,Retinyl palmitate (ug/dL),0.0361953210851097,34443,83,
604,Serum apolipoprotein AI: SI (g/L),0.03603982364526381,11482,87,
605,Serum apolipoprotein AI (mg/dL),0.03603982364526381,11482,87,
606,N-acetyl-S-(2-Hydroxyethyl)-L-cysteine (ng/mL),0.036008510846728736,11236,83,
607,Knee height (cm) (60 years and over),0.03593385543718808,4942,31,Too few unique ages; Not enough data
608,PCB110 (ng/g),0.0358265511280893,4180,74,Not enough data
609,Serum bicarbonate:  SI (mmol/L),0.03534398014476159,82685,79,
610,Serum antimicrosomal antibody (U/mL),0.03477637842614778,18148,79,
611,Potassium (mmol/L),0.034733143548610235,82765,79,
612,Zeaxanthin (ug/dL),0.03462846260777397,7268,80,Not enough data
613,BIA Status,0.03439117807723868,16589,42,Too few unique ages
614,Perfluoroundecanoic acid (ng/mL),0.03433698267965157,18812,83,
615,Mono-(3-carboxypropyl) phthalate (ng/mL),0.034312451955991086,24199,83,
616,Reactance (Ohms) @ 8 KHz,0.03421781892474651,13276,42,Too few unique ages
617,Epstein Barr Virus result,0.034198303017410114,8600,14,Too few unique ages; Not enough data
618,3-fluorene (ng/L),0.034132388457491336,21141,83,
619,1-naphthol (ng/L),0.03413205133593378,21029,83,
620,Perfluorodecanoic acid (ng/mL),0.03380252093843106,18812,83,
621,Dibutyl phosphate (ug/L),0.03378672013672235,6775,78,Not enough data
622,Mono-(2-ethyl-5-oxohexyl) phthalate (ng/mL),0.033707607953648244,24199,83,
623,Mono-(2-ethylhexyl) phthalate (ng/mL),0.03325437692012678,26740,83,
624,Reactance (Ohms) @ 31 KHz,0.03320069792967828,13276,42,Too few unique ages
625,4-phenanthrene (ng/L),0.03301988576544024,7061,80,Not enough data
626,Di-p-cresyl phosphate (ug/L),0.03287278605978006,2316,75,Not enough data
627,"2,3,7,8-Tetrachlorodibenzofuran (fg/g)",0.03259744976990386,5000,74,Not enough data
628,Mono-n-butyl phthalate (ng/mL),0.032538264414757045,26740,83,
629,Total Calcium (mg/dL),0.03245042311429547,82729,79,
630,Equol (ng/mL),0.03240872750141077,15309,80,
631,Recovery 1 systolic blood pressure (mm Hg),0.03235860088003939,8688,38,Too few unique ages; Not enough data
632,Physical activity readiness (PAR) code,0.03226412649454913,9888,38,Too few unique ages
633,Pulse regular or irregular?,0.03209028962638549,89022,85,
634,"Serum Iron, Frozen: SI (umol/L)",0.03142391963330782,55144,90,
635,"1,2,3,4,7,8,9-Heptachlorodibenzofuran Lipid Adj (pg/g)",0.03135252727875759,3076,74,Not enough data
636,Urinary Triclocarban (ng/mL),0.03115152884596173,5337,78,Not enough data
637,OGTT Subsample 2 Year MEC Weight,0.03069506664688726,17102,74,
638,Estimated percent body fat,0.0306769826525638,12746,42,Too few unique ages
639,N-acetyl-S-(2-Carboxyethyl)-L-cysteine (ng/mL),0.030536818093882978,11259,83,
640,Mono(carboxynonyl) phthalate (ng/mL),0.03036839119140755,18812,83,
641,Serum total protein (g/dL),0.030130664086148395,82707,79,
642,"1,2,3,7,8-Pentachlorodibenzofuran (fg/g)",0.030071853245157043,5024,74,Not enough data
643,Urinary thiocyanate (ng/mL),0.029996335741313995,28921,83,
644,Serum total protein:  SI (g/L),0.02984861605176059,82715,79,
645,Reactance (Ohms) @ 9 KHz,0.029777162803820034,13276,42,Too few unique ages
646,2 & 3-Hydroxyphenanthrene (ng/L),0.029742806159636204,5685,78,Not enough data
647,Serum hepatitis B core antibody,0.029446348456223626,95049,85,
648,"Barium, urine (ng/mL)",0.029344521968167614,26516,83,
649,Serum chloride (mmol/L),0.02906671436629127,82767,79,
650,"Baseline 1st Test Spirometry, Number of Acceptable Curves Performed (ATS Criteria)",0.028833818870113936,41299,85,
651,Sodium (mmol/L),0.028794763789776523,82774,79,
652,Mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),0.028767016151443947,21417,83,
653,Diethyl dithiophosphate (ug/L),0.028753880630861817,20705,83,
654,"Strontium, urine (ug/L)",0.028692546773686156,8228,78,Not enough data
655,Serum Copper (ug/dL),0.027932559617099395,7285,75,Not enough data
656,Mono(carboxyoctyl) phthalate (ng/mL),0.027923182757322862,18812,83,
657,N-acetyl-S-(2-cyanoethyl)-L-cysteine (ng/mL),0.02770329149215034,11226,83,
658,N-acetyl-s-(3-hydroxypropyl-1-methyl)-L-cysteine (ng/mL),0.027677836095590935,11243,83,
659,N-Nitrosomorpholine (NMOR) (ng/L),0.027534518826955345,2384,75,Not enough data
660,Red blood cell count,0.027356484087744604,26434,90,
661,Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL),0.027354788035215516,24199,83,
662,Reactance (Ohms) @ 10 KHz,0.02722227114380349,13276,42,Too few unique ages
663,"cis-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid (ug/L)",0.027209916497149877,4999,80,Not enough data
664,"2,2',4-tribromodiphenyl ether (pg/g)",0.02717833577893425,1992,74,Not enough data
